label Axis1 Axis2 Axis3 Axis4 
967_NM_001256425.1 0.197556 0.001803 -0.099669 -0.048805
968_NM_017871.5 -0.623303 0.061244 0.022818 0.066047
969_NM_004487.4 0.444585 -0.018852 -0.081658 0.037807
970_NM_006659.3 -0.485341 -0.085946 -0.161814 0.049751
971_NM_014672.3 0.372654 -0.002962 -0.014424 -0.025764
972_NM_001256686.1 0.271210 0.100199 0.048089 -0.140371
973_NM_014885.4 0.544103 0.001387 -0.000026 0.038383
974_NM_017814.2 -0.521124 0.036496 -0.022024 0.008629
975_NM_025126.3 0.097071 -0.002562 0.052961 0.003731
976_NM_015913.3 0.153584 0.069491 -0.068081 -0.083053
977_NM_006230.3 -0.394233 0.045785 -0.105419 -0.013071
978_NM_144778.3 0.230750 -0.144688 -0.054448 0.104542
979_NM_024661.4 -0.087571 0.122221 -0.144811 0.008131
980_NM_001257069.1 0.475716 -0.069590 -0.008706 0.034601
981_NM_030808.4 0.422319 -0.084144 -0.002455 -0.091786
982_NM_005229.4 -0.375025 0.007068 0.019477 -0.130164
983_NM_019082.3 -0.160486 0.071061 -0.002252 -0.019396
984_NM_004892.5 0.135883 0.121778 0.093027 -0.175781
985_NM_016489.12 0.599913 -0.074886 0.025015 0.063613
986_NM_001728.3 -0.696052 -0.076301 -0.065804 0.135126
987_NM_016106.3 0.563798 -0.110434 0.028609 0.051754
988_NM_007245.3 -0.153449 0.100275 0.040754 -0.076044
989_NM_021988.5 0.374348 -0.215228 0.029916 -0.018356
990_NM_001780.5 -0.077382 -0.083197 -0.127748 -0.048346
991_NM_024039.2 0.196702 -0.068297 0.089151 0.052301
992_NM_080666.3 0.578905 0.112576 0.019246 0.008471
993_NM_006170.3 -0.096027 0.234195 -0.034959 -0.050946
994_NM_004581.5 -0.321956 0.176363 0.007915 0.016443
995_NM_000155.3 -0.217022 0.155687 0.050872 0.009162
996_NM_001258388.1 0.275442 -0.069919 0.162578 -0.110047
997_NM_032850.4 -0.175582 0.095654 -0.051907 0.059542
998_NM_005901.5 0.420779 -0.035223 0.048250 0.025843
999_NM_032807.4 -0.106212 -0.049040 -0.174094 -0.014977
1000_NM_152295.4 0.254853 0.004611 0.037579 -0.036152
1001_NM_018224.3 0.009079 0.052697 -0.450566 0.110591
1002_NM_005831.4 0.189778 0.096698 -0.083558 0.120207
1003_NM_003973.4 0.254760 0.082825 -0.101374 0.106502
1004_NM_003487.3 0.373589 0.038008 0.039155 0.100204
1005_NM_004592.3 -0.146216 -0.036118 -0.053535 0.026188
1006_NM_006400.4 0.027554 0.181431 0.038791 0.029907
1007_NM_020365.4 0.205671 0.058373 -0.033535 0.080677
1008_NM_003330.3 0.315712 -0.050317 -0.017236 0.052989
1009_NM_001923.4 -0.189196 0.120612 0.017420 0.044655
1010_NM_002434.3 -0.417235 0.103177 -0.037616 0.048513
1011_NM_006754.3 0.212974 0.129588 0.061828 -0.018648
1012_NM_004674.4 0.160136 -0.009899 0.012687 -0.105379
1013_NM_004899.4 0.196401 0.016162 -0.083920 0.041005
1014_NM_025115.3 0.086068 -0.049221 -0.068047 0.022213
1015_NM_030914.3 -0.273916 0.127626 -0.036706 -0.415836
1016_NM_174894.2 -0.877507 -0.331301 0.352652 0.104546
1017_NM_014260.3 -0.116092 -0.051980 -0.124601 -0.300231
1018_NM_006414.4 0.130183 -0.155538 -0.156061 0.068070
1019_NM_007042.4 0.280841 -0.071455 -0.173042 0.013359
1020_NM_015454.2 0.510274 -0.123923 -0.059900 0.036365
1021_NM_005789.3 0.131159 0.062719 -0.122149 -0.134682
1022_NM_006296.6 0.504814 -0.127257 -0.033870 0.061276
1023_NM_001227.4 -0.034924 0.004546 -0.106827 -0.070716
1024_NM_005008.3 -0.250745 0.013002 -0.241117 0.086493
1025_NM_001166.4 0.505094 -0.014908 -0.041890 0.026780
1026_NM_005134.3 0.328590 -0.006510 -0.025544 0.016700
1027_NM_015017.4 0.567816 -0.074901 -0.026321 -0.017794
1028_NM_198217.2 -0.755208 -0.079312 0.048949 -0.014116
1029_NM_017749.3 -0.121404 0.087809 -0.059803 0.059820
1030_NM_012437.5 -0.159034 -0.119868 0.091243 -0.010897
1031_NM_018309.4 0.408630 -0.052665 -0.037905 0.009824
1032_NM_031210.5 0.435406 -0.399972 0.150507 0.067662
1033_NM_198401.3 0.202631 0.059185 0.036641 -0.025805
1034_NM_018848.3 0.435774 0.037803 -0.021025 0.139861
1035_NM_021976.4 -0.199310 0.123524 -0.032746 -0.115312
1036_NM_024705.2 -0.078734 -0.104851 -0.055687 0.097253
1037_NM_014784.3 -0.175476 0.112907 -0.075701 0.013759
1038_NM_007014.4 -0.294088 0.026610 0.037088 0.049345
1039_NM_005022.3 -0.397052 0.155148 0.063613 -0.173003
1040_NM_006503.3 -0.288443 0.111136 0.032321 -0.053139
1041_NM_005643.3 0.120963 -0.043942 0.000809 0.135489
1042_NM_003188.3 0.357325 0.062956 0.085881 0.021049
1043_NM_021818.3 0.495675 0.006336 -0.005568 -0.068935
1044_NM_017610.7 0.461183 -0.023778 -0.044230 0.021116
1045_NM_004906.4 0.232698 0.007393 0.043456 0.062339
1046_NM_004384.4 0.569418 -0.171520 0.070946 0.009381
1047_NM_004099.5 0.069752 0.056312 -0.008496 0.187119
1048_NM_001244584.2 0.256081 -0.027031 0.034352 0.024281
1049_NM_138334.3 -0.627453 -0.030421 -0.115059 0.000395
1050_NM_014166.3 0.461966 -0.123123 0.009066 -0.178913
1051_NM_001270680.1 0.340945 0.052157 0.011620 0.072910
1052_NM_015367.3 0.132244 0.068388 -0.037071 0.007936
1053_NM_001270768.1 -0.269497 0.034893 -0.096757 -0.020539
1054_NM_022756.5 -0.035537 -0.041967 0.064126 -0.368993
1055_NM_001270977.1 0.189996 0.095407 -0.060733 -0.051312
1056_NM_006002.4 0.480937 -0.048525 0.118387 0.000072
1057_NM_004986.3 0.597763 -0.024985 -0.055410 0.035833
1058_NM_005997.2 0.067833 0.172662 0.043243 -0.131495
1059_NM_014281.4 -0.470947 0.043192 0.092721 0.049851
1060_NM_002382.4 -0.272249 0.061851 -0.175247 -0.099383
1061_NM_017518.7 -0.439259 0.018659 -0.094808 0.048836
1062_NM_001271420.1 0.310546 -0.059094 0.002500 0.135955
1063_NM_001271573.1 0.205079 0.349905 0.039657 -0.124946
1064_NM_004800.2 0.269597 -0.102673 0.087246 -0.001538
1065_NM_014341.2 -0.413219 0.006244 0.097734 -0.006343
1066_NM_001271643.1 0.441587 0.007232 0.001411 -0.010102
1067_NM_005444.2 0.220377 0.133106 0.039980 0.016122
1068_NM_001271675.1 0.326950 0.064313 -0.006546 0.036555
1069_NM_025198.4 0.535550 -0.171401 -0.019438 0.125477
1070_NM_030793.4 0.317229 0.111567 -0.008652 -0.013759
1071_NM_001892.5 0.221215 0.009286 -0.054134 -0.005095
1072_NM_001068.3 0.527859 0.022943 0.041901 0.026784
1073_NM_003664.4 0.420710 -0.005417 -0.009599 -0.005353
1074_NM_020156.4 0.594481 -0.058758 -0.001879 0.164125
1075_NM_003668.3 0.091594 0.003093 -0.070891 -0.084545
1076_NM_014814.2 0.170581 -0.009126 0.043566 0.131807
1077_NM_002161.5 0.249733 0.008553 -0.014109 0.035670
1078_NM_032344.3 -0.389282 0.123421 0.021672 -0.021982
1079_NM_001440.3 -0.337933 0.134724 0.014094 0.004242
1080_NM_016625.3 0.425647 0.020081 0.004347 0.094255
1081_NM_001271840.1 0.316789 0.039637 -0.026416 -0.003195
1082_NM_005340.6 0.187087 0.102413 0.153048 -0.259798
1083_NM_015511.4 -0.398095 0.126121 -0.089882 0.036323
1084_NM_024666.4 0.379607 -0.078618 -0.056190 0.004793
1085_NM_014437.4 -0.293087 0.123710 -0.053011 -0.031044
1086_NM_025209.3 0.353761 -0.033330 0.041270 -0.078528
1087_NM_004578.3 0.279676 -0.290022 0.191565 -0.152763
1088_NM_001272049.1 -0.462140 -0.052215 0.054619 0.098816
1089_NM_033296.2 -0.898914 -0.689793 0.238162 -0.342081
1090_NM_052877.4 0.026084 0.089068 0.012026 -0.065157
1091_NM_015023.4 -0.352432 0.054778 0.009369 0.032656
1092_NM_003925.2 0.409291 -0.014413 -0.023921 0.059752
1093_NM_002734.4 0.265184 0.080573 0.053967 0.020482
1094_NM_001276293.1 -0.259747 -0.036188 -0.073942 0.080731
1095_NM_013326.4 0.079518 -0.003980 -0.042700 -0.092089
1096_NM_207005.2 -0.105311 0.086569 0.072427 -0.024808
1097_NM_018114.5 -0.148147 0.136045 -0.013010 0.038918
1098_NM_006874.3 0.448882 -0.004144 -0.042882 0.052150
1099_NM_014325.3 0.029262 -0.036332 -0.070083 0.016156
1100_NM_001521.3 0.076466 0.158538 0.001156 -0.037924
1101_NM_004793.3 -0.628210 -0.161123 0.071646 -0.001012
1102_NM_001001.4 0.098522 0.148691 -0.162887 0.002099
1103_NM_020194.5 0.456309 -0.009885 0.113721 0.020935
1104_NM_170753.3 0.481397 0.078538 0.112135 0.016953
1105_NM_144716.5 -0.300644 0.029972 -0.173731 -0.155844
1106_NM_003403.4 -0.306582 -0.322270 0.192738 0.079441
1107_NM_023929.4 0.135299 -0.093666 0.059804 -0.077306
1108_NM_005731.3 -0.013341 -0.031248 0.059366 0.053400
1109_NM_032237.4 -0.034601 0.011246 -0.215177 0.088053
1110_NM_032375.5 -0.434743 0.033849 0.047638 -0.120533
1111_NM_006352.4 -0.216928 -0.072327 -0.081716 0.124811
1112_NM_015127.4 0.386891 -0.051416 -0.010859 -0.021348
1113_NM_016082.4 0.026069 0.057651 -0.111403 -0.010112
1114_NM_015926.5 -0.423303 0.213651 0.020012 -0.066417
1115_NM_005124.3 0.469366 -0.028715 0.020324 -0.001546
1116_NM_197977.2 0.432124 -0.008948 -0.078727 0.069083
1117_NM_014254.2 0.240093 -0.188310 0.011531 -0.000109
1118_NM_006007.3 0.473329 -0.129753 -0.073922 0.086718
1119_NM_017715.3 0.039336 0.037691 -0.106808 -0.009787
1120_NM_006354.3 -0.363825 0.184440 0.026726 0.065836
1121_NM_019887.5 0.285905 0.014329 0.017996 -0.046372
1122_NM_016638.3 -0.386243 -0.141622 0.021619 0.038652
1123_NM_018446.3 0.316443 0.085331 -0.018555 0.081866
1124_NM_003838.4 0.478943 -0.031615 0.004507 0.040117
1125_NM_014923.4 0.458356 0.069947 0.053105 0.019998
1126_NM_005690.4 0.465376 0.047742 0.007323 -0.041333
1127_NM_152713.4 0.043240 0.276201 0.082587 -0.013283
1128_NM_032102.3 -0.595260 -0.003611 -0.015484 0.096930
1129_NM_002750.3 0.380780 -0.070305 -0.084871 0.058799
1130_NM_018639.4 -0.137713 -0.074641 -0.170997 0.059834
1131_NM_020774.3 0.369891 0.107909 0.116276 -0.032509
1132_NM_003340.6 0.476718 -0.017869 0.092517 -0.142872
1133_NM_006859.3 0.465400 0.065038 0.091507 0.034395
1134_NM_005916.4 -0.155056 0.203282 -0.035729 -0.007645
1135_NM_032195.2 0.358280 -0.036914 0.086586 0.018156
1136_NM_014835.3 -0.269035 -0.141209 -0.181874 0.020381
1137_NM_002883.3 -0.354573 0.108978 -0.093376 0.084202
1138_NM_016652.5 0.153876 -0.110760 0.017826 -0.023726
1139_NM_002882.3 -0.174399 0.044751 0.045671 0.045715
1140_NM_003404.4 0.149459 0.126495 0.080174 0.136626
1141_NM_007372.3 0.225063 0.146273 0.015732 -0.108975
1142_NM_016324.3 -0.006284 0.111023 -0.066870 0.032016
1143_NM_022488.4 0.459445 -0.028703 -0.110306 -0.065301
1144_NM_012160.4 0.385948 -0.041095 -0.014073 0.007581
1145_NM_002876.3 0.264895 -0.090667 0.122362 -0.070218
1146_NM_016224.4 0.119688 -0.004471 0.033803 0.057832
1147_NM_031899.3 -0.289650 0.138195 -0.076706 0.066596
1148_NM_014596.5 -0.273749 0.027966 0.110864 0.102162
1149_NM_002914.4 -0.185806 -0.035049 -0.202203 0.031687
1150_NM_005692.4 -0.056912 0.168611 -0.100203 -0.032980
1151_NM_005105.4 0.083925 0.046488 0.043965 -0.107451
1152_NM_012482.4 0.286101 -0.116068 -0.133697 0.043898
1153_NM_001518.4 0.287939 -0.066892 0.005450 0.019710
1154_NM_172020.4 -0.125492 -0.001987 -0.073813 -0.000569
1155_NM_018044.4 -0.366316 0.039946 -0.018398 -0.138111
1156_NM_021940.4 0.267157 -0.080271 -0.056727 0.050829
1157_NM_006306.3 -0.128054 0.249305 0.093481 -0.046639
1158_NM_002634.3 -0.164884 0.122283 0.073596 0.141206
1159_NM_018955.3 -0.343522 0.087482 0.060644 0.219109
1160_NM_019886.3 -0.701271 -0.209999 0.266784 0.098469
1161_NM_001113434.4 -0.085658 -0.049525 0.030845 0.046685
1162_NM_022717.3 -0.063163 -0.042421 -0.103782 -0.053946
1163_NM_016226.4 0.307953 0.008996 -0.059419 -0.070484
1164_NM_005834.4 -0.323170 0.183106 -0.055287 -0.059859
1165_NM_001145073.2 -0.002432 -0.221831 -0.137426 -0.012591
1166_NM_002791.2 0.353701 -0.001452 -0.051416 0.125485
1167_NM_001012989.2 0.264616 0.115645 0.135065 0.181090
1168_NM_021806.3 -0.511460 -0.019205 -0.161380 -0.021179
1169_NM_015219.4 -0.485168 0.053478 -0.014881 0.041934
1170_NM_024075.4 -0.441048 0.033119 0.127119 0.130619
1171_NM_018959.3 -0.174506 -0.062229 -0.048075 -0.173803
1172_NM_014154.4 0.300597 0.044445 -0.024683 0.047120
1173_NM_024328.5 -0.101375 0.205208 -0.108198 -0.209329
1174_NM_001320.6 -0.194215 0.146080 0.042719 0.132071
1175_NM_033224.4 -0.735460 -0.304385 0.312981 0.098914
1176_NM_014426.3 0.202375 0.022653 -0.063961 -0.008570
1177_NM_024325.5 0.163340 -0.035967 -0.219198 0.012803
1178_NM_006014.4 -0.315104 -0.062838 -0.015255 -0.026704
1179_NM_178124.5 -0.103429 0.032095 -0.165344 0.008682
1180_NM_016056.3 0.161180 -0.000703 0.019583 -0.107524
1181_NM_021242.5 -0.641199 -0.260290 0.272092 0.230932
1182_NM_024077.4 0.242433 0.025961 -0.014800 0.044183
1183_NM_022826.3 0.659174 -0.123740 -0.039324 0.067567
1184_NM_003416.3 0.122538 -0.007872 -0.157902 0.078892
1185_NM_020463.3 0.455196 0.060120 0.072196 -0.031082
1186_NM_014751.5 -0.171664 0.071760 -0.066598 0.033093
1187_NM_016576.4 0.022046 0.121693 -0.098000 0.008034
1188_NM_016407.4 0.037405 -0.069872 -0.121528 0.024045
1189_NM_016127.5 0.173148 -0.148475 0.037712 0.032176
1190_NM_005466.3 0.455534 0.024091 -0.033253 -0.105620
1191_NM_004238.2 0.423203 -0.036500 0.007721 0.002923
1192_NM_012399.4 0.289089 -0.050617 0.032752 -0.006145
1193_NM_174917.4 -0.389145 -0.071782 -0.143619 0.045098
1194_NM_138807.3 0.091637 -0.024170 -0.007168 -0.088896
1195_NM_152449.3 0.032242 -0.116447 -0.151065 0.090652
1196_NM_004741.4 0.096072 0.113879 -0.026009 -0.102884
1197_NM_017810.3 0.086594 0.038504 -0.147640 0.061917
1198_NM_016404.2 -0.379423 -0.068723 0.344908 0.080742
1199_NM_016090.3 0.405872 -0.150378 0.051873 0.062610
1200_NM_021932.5 -0.373054 0.107191 -0.082982 0.022517
1201_NM_014892.4 0.535062 -0.076412 0.033018 -0.013193
1202_NM_014655.3 -0.245264 0.182093 0.015454 0.044178
1203_NM_020662.3 0.252327 -0.000455 -0.009399 0.031809
1204_NM_032448.2 0.170963 -0.083677 -0.140787 0.032901
1205_NM_030969.4 0.249429 0.139402 0.003474 0.164154
1206_NM_001110503.2 0.272055 -0.241167 0.100982 -0.243964
1207_NM_018179.4 0.474003 0.146906 0.144206 -0.038680
1208_NM_020901.3 -0.368407 -0.056009 -0.166480 -0.040727
1209_NM_020185.4 -0.101245 -0.033890 -0.164140 0.116278
1210_NM_031922.4 0.470397 0.017606 0.063461 0.052585
1211_NM_015942.4 0.458163 -0.022738 -0.060695 0.150452
1212_NM_014064.3 -0.553208 -0.186250 -0.221223 0.013008
1213_NM_198273.2 0.686474 -0.005846 0.104548 -0.005028
1214_NM_130809.4 0.419869 0.089871 0.023702 -0.070361
1215_NM_005354.5 -0.897310 -0.334559 0.326123 0.238349
1216_NM_013443.4 -0.498460 0.086128 -0.038385 0.034557
1217_NM_001634.5 0.292254 0.206973 0.153195 0.057575
1218_NM_014171.5 0.485987 -0.101218 -0.095567 0.132855
1219_NM_014172.5 -0.579367 0.030688 0.280321 0.146686
1220_NM_014447.3 0.503677 0.127903 0.101392 0.087873
1221_NM_022484.5 0.444786 -0.062510 0.007883 0.077215
1222_NM_182529.3 0.692381 -0.055000 0.000295 0.007726
1223_NM_022758.5 -0.011331 0.061768 -0.019157 0.037826
1224_NM_015115.3 0.500603 -0.182393 -0.070168 0.095290
1225_NM_198044.2 -0.222248 0.161189 -0.047504 0.067774
1226_NM_016456.4 -0.287112 0.244553 -0.081468 -0.017976
1227_NM_017661.3 0.596694 0.014446 0.015147 0.035892
1228_NM_000671.4 0.311186 0.112885 0.038960 -0.001694
1229_NM_015083.2 0.177080 0.089003 -0.032756 -0.045667
1230_NM_018469.4 0.085746 0.007904 -0.072392 -0.045566
1231_NM_007041.3 0.265408 -0.006740 0.022325 -0.034380
1232_NM_022167.3 -0.481460 0.042059 -0.071516 -0.038228
1233_NM_018307.4 0.419661 -0.047241 -0.044008 -0.017560
1234_NM_175063.5 -0.527187 -0.004686 0.029038 -0.280768
1235_NM_014453.3 -0.241391 0.086676 0.092626 -0.081067
1236_NM_144987.3 -0.231422 0.023731 -0.222132 0.054108
1237_NM_004957.5 -0.538145 -0.000418 -0.010627 -0.084753
1238_NM_001115007.2 0.414610 0.075495 0.010402 -0.189504
1239_NM_001469.4 0.008795 0.071249 -0.149982 -0.003107
1240_NM_017733.4 0.006674 -0.147084 -0.033647 0.003487
1241_NM_138343.3 -0.266874 0.215619 0.044329 -0.096765
1242_NM_144568.3 0.002243 0.133170 -0.001520 -0.009986
1243_NM_052849.3 0.311792 0.091717 -0.138932 0.012429
1244_NM_002813.6 -0.400016 -0.034340 -0.019664 0.092007
1245_NM_001913.4 -0.286792 -0.041834 0.009820 0.061816
1246_NM_002797.4 -0.109248 0.113513 0.079259 -0.101177
1247_NM_002085.4 -0.671278 0.001151 0.091102 0.025923
1248_NM_004716.3 -0.312593 0.028846 -0.112715 0.033028
1249_NM_001675.4 -0.077893 0.008522 -0.228852 0.150765
1250_NM_001077664.2 -0.233147 -0.058824 -0.210590 -0.006890
1251_NM_000904.4 -0.054340 -0.063622 -0.270776 0.047667
1252_NM_014754.2 -0.001296 0.051970 -0.111237 0.016459
1253_NM_016319.3 -0.139105 0.177293 0.072818 -0.136192
1254_NM_001164468.3 0.250214 0.011944 0.021196 -0.017182
1255_NM_016306.5 0.168005 -0.007513 -0.050348 -0.080352
1256_NM_032557.6 0.335779 -0.021696 -0.053699 -0.078385
1257_NM_003119.3 -0.365404 -0.032292 -0.038681 -0.018104
1258_NM_016310.4 -0.296911 -0.003571 0.323256 0.270790
1259_NM_003453.4 0.533274 0.005597 0.037881 -0.024987
1260_NM_003224.5 -0.561247 -0.228009 -0.008754 -0.211897
1261_NM_024316.2 -0.300564 0.149332 -0.043427 -0.083081
1262_NM_003337.3 0.477808 -0.052567 0.034758 -0.239528
1263_NM_032833.4 0.202712 -0.060388 0.033710 -0.064830
1264_NM_018452.5 0.192585 -0.082439 0.172671 -0.504402
1265_NM_183006.3 -0.370402 0.023735 -0.051272 -0.032620
1266_NM_002884.3 0.406843 -0.049458 -0.045595 0.022781
1267_NM_003703.2 -0.092025 -0.126256 -0.066181 0.001173
1268_NM_001125.3 0.044143 0.015537 -0.203907 -0.030621
1269_NM_006153.5 0.487361 0.121167 0.035075 0.107987
1270_NM_015093.5 0.449656 0.035931 0.021204 0.010587
1271_NM_015274.2 -0.496634 -0.076300 -0.002915 0.025537
1272_NM_001080517.2 0.248440 0.069421 -0.040843 -0.023313
1273_NM_001099670.2 0.451770 -0.161353 -0.093702 0.156870
1274_NM_178862.2 0.309540 -0.138012 0.026057 0.026738
1275_NM_005882.4 -0.631991 -0.128326 0.047578 0.115292
1276_NM_032927.3 0.383775 -0.257668 -0.140951 0.155055
1277_NM_015635.3 0.349716 0.035609 -0.012709 0.042601
1278_NM_015449.3 -0.069206 0.192718 0.074143 0.086444
1279_NM_004152.3 -0.371330 -0.121982 -0.111551 0.025344
1280_NM_052965.3 0.154472 -0.164860 0.072064 0.117666
1281_NM_032868.5 -0.591722 -0.085711 -0.120435 -0.059365
1282_NM_014829.3 0.422566 0.015581 -0.000968 0.047327
1283_NM_018045.7 -0.178396 0.020899 -0.103263 -0.187305
1284_NM_176880.5 -0.229297 0.193527 0.084608 -0.011187
1285_NM_013234.3 -0.356008 -0.024975 0.028687 -0.008431
1286_NM_006625.5 0.314244 0.003188 0.057916 0.055662
1287_NM_018427.4 0.235964 -0.046283 0.016614 0.009870
1288_NM_004069.4 -0.612514 0.057345 0.138170 -0.001632
1289_NM_014301.4 0.283525 -0.084606 -0.287803 0.162716
1290_NM_017901.5 -0.516061 0.077615 -0.096528 0.091662
1291_NM_007275.2 -0.393265 0.064502 0.089141 -0.132386
1292_NM_002537.3 -0.014834 0.157783 -0.175509 0.013100
1293_NM_020442.5 -0.211606 0.075859 -0.066384 -0.071049
1294_NM_015878.5 0.438013 0.150593 0.009129 0.008718
1295_NM_024066.2 -0.036577 -0.078663 -0.128973 -0.070179
1296_NM_015955.3 0.335530 -0.028064 0.034264 -0.063681
1297_NM_001356.4 0.350480 0.092432 0.156487 0.108389
1298_NM_001087.4 -0.225101 0.043801 -0.058214 -0.049698
1299_NM_004941.2 -0.026893 0.101929 -0.049870 -0.008413
1300_NM_001749.3 -0.275632 0.002223 0.066617 0.006512
1301_NM_032374.4 0.128441 -0.206622 0.000802 0.157281
1302_NM_001080510.4 0.466051 -0.066938 -0.140718 0.028336
1303_NM_020424.4 0.122127 -0.165454 -0.047619 -0.080605
1304_NM_005485.5 -0.417352 0.054603 -0.030273 0.107985
1305_NM_002376.6 0.265005 -0.018424 0.009149 0.027182
1306_NM_006396.2 -0.385310 0.090768 0.107497 -0.044814
1307_NM_017850.2 -0.119416 0.037172 -0.015105 -0.146244
1308_NM_032704.4 -0.193157 0.232584 0.194499 0.268652
1309_NM_018425.3 -0.315968 -0.019285 0.094770 -0.123865
1310_NM_024511.6 0.633286 -0.052768 0.035684 -0.039234
1311_NM_016331.2 0.526415 -0.051568 -0.043906 0.024902
1312_NM_003902.4 0.624410 -0.103544 0.069219 0.023723
1313_NM_015914.6 -0.103284 -0.027120 -0.078677 -0.011361
1314_NM_002685.3 0.019290 -0.008370 -0.059847 0.034800
1315_NM_014657.2 0.123001 0.106020 -0.000978 0.102605
1316_NM_005687.4 0.343848 0.076654 0.048818 0.055123
1317_NM_018028.3 -0.424270 0.149080 0.030451 -0.005485
1318_NM_003372.6 0.281485 -0.028107 -0.152857 -0.046200
1319_NM_005312.3 -0.290786 -0.050335 -0.107372 0.014814
1320_NM_032309.3 -0.412417 0.109158 0.234664 0.100467
1321_NM_004040.3 -0.843246 -0.283306 0.427302 0.204732
1322_NM_017908.3 -0.399538 0.044254 0.025778 0.068720
1323_NM_031219.3 -0.354640 0.069360 -0.118631 0.071467
1324_NM_018200.3 0.160104 0.095878 0.009216 -0.001459
1325_NM_175876.4 -0.128099 -0.002831 0.037808 0.000498
1326_NM_080670.3 -0.303409 0.210996 0.136877 0.116693
1327_NM_019008.5 -0.295977 0.087160 0.044516 -0.066705
1328_NM_015125.4 -0.387449 0.139187 -0.001019 -0.050785
1329_NM_025140.2 -0.422788 -0.060234 -0.180020 -0.018528
1330_NM_030790.4 0.325840 0.066785 0.099459 -0.222876
1331_NM_032856.3 0.093155 0.089444 -0.059269 -0.011506
1332_NM_004872.4 0.329657 -0.193674 -0.080957 0.005605
1333_NM_017432.4 -0.641908 0.049988 0.001280 0.105392
1334_NM_017917.3 0.459012 -0.091050 -0.040974 0.100339
1335_NM_016077.4 0.360856 0.096810 0.055995 -0.019467
1336_NM_030648.3 0.059672 0.011618 -0.113994 0.161798
1337_NM_003828.3 0.132213 -0.090893 0.003904 -0.125746
1338_NM_018093.3 -0.132512 0.012214 -0.045561 -0.008635
1339_NM_017665.3 0.589080 -0.232321 -0.096746 0.012791
1340_NM_020307.3 0.222123 -0.148814 0.038757 0.069724
1341_NM_205767.2 -0.505500 0.063418 0.091426 0.024022
1342_NM_007107.4 0.071679 0.036979 -0.026238 -0.028484
1343_NM_001008727.3 0.483591 -0.128050 -0.060549 0.092667
1344_NM_006594.4 0.166812 0.095138 0.055315 -0.050674
1345_NM_022730.3 -0.099010 0.152700 -0.047244 -0.104571
1346_NM_005793.4 -0.082284 0.153552 -0.003845 0.082261
1347_NM_012433.3 0.506640 0.059980 0.076979 -0.014112
1348_NM_014444.4 0.070445 0.171411 0.107931 -0.007180
1349_NM_015723.4 0.574308 -0.031274 0.061135 0.014853
1350_NM_003134.5 -0.025669 -0.058908 -0.144402 -0.028689
1351_NM_003366.3 0.378419 0.115426 0.046796 0.030720
1352_NM_212550.4 -0.737588 -0.523446 0.356503 -0.143969
1353_NM_012388.3 0.402528 -0.249812 -0.093192 -0.038002
1354_NM_005017.3 -0.040011 -0.021917 -0.091298 -0.030981
1355_NM_004836.6 0.291527 -0.079607 0.018908 -0.000521
1356_NM_003766.4 -0.044728 0.092225 0.044684 0.098463
1357_NM_005650.3 0.174320 0.004930 -0.106996 -0.003643
1358_NM_133444.2 -0.335372 0.156673 0.054189 -0.005798
1359_NM_001143960.2 0.549860 -0.144286 -0.142974 0.015830
1360_NM_018559.3 0.575371 -0.173498 -0.031268 0.083910
1361_NM_032792.3 -0.391844 -0.013437 0.278966 0.157558
1362_NM_003859.2 0.406343 0.041372 0.112337 -0.030859
1363_NM_000308.3 -0.445931 0.091968 0.086415 0.132202
1364_NM_024845.3 -0.240020 -0.055709 -0.076538 0.162760
1365_NM_007241.3 -0.116636 0.110560 0.028096 -0.041455
1366_NM_006321.3 0.035717 0.099675 -0.092817 0.030561
1367_NM_001029863.2 -0.641372 -0.408970 0.062339 0.056453
1368_NM_032217.4 0.436697 -0.030096 0.002073 0.028011
1369_NM_144723.2 0.031371 0.054931 -0.030304 -0.007467
1370_NM_000973.4 -0.411155 0.166581 0.049864 0.110629
1371_NM_017988.5 0.552558 0.056770 0.065073 0.013991
1372_NM_016173.4 -0.209656 0.109361 -0.260396 -0.076260
1373_NM_018049.2 -0.636321 -0.070264 -0.191461 -0.109957
1374_NM_001191.3 -0.340499 0.074114 -0.103602 -0.138412
1375_NM_003073.4 -0.373201 -0.000173 -0.108419 0.051929
1376_NM_002947.4 0.199532 -0.072278 -0.088475 0.177059
1377_NM_004508.3 0.257652 -0.116334 0.097578 -0.209929
1378_NM_006511.2 0.489460 0.026913 0.032478 0.145776
1379_NM_016391.7 -0.190367 0.084942 -0.018747 -0.049072
1380_NM_016014.3 0.462771 0.062352 0.112056 -0.010318
1381_NM_016093.3 -0.282327 0.063334 0.113223 0.145579
1382_NM_174907.3 0.504810 -0.010034 -0.070147 -0.017083
1383_NM_006323.4 0.478311 -0.065311 0.030885 -0.015971
1384_NM_003776.3 -0.052418 -0.007551 -0.053966 -0.021174
1385_NM_002140.4 0.354835 0.094689 0.118509 0.099779
1386_NM_145206.3 0.055636 -0.108332 -0.107838 -0.085510
1387_NM_001008395.3 -0.331062 0.083975 -0.045233 0.000507
1388_NM_198486.3 0.106611 0.181516 0.022024 0.138609
1389_NM_001160305.2 -0.251124 -0.083924 0.027670 -0.040120
1390_NM_016046.4 -0.131821 0.026137 0.193169 0.046936
1391_NM_016146.5 -0.074543 0.092080 0.008709 -0.153213
