label                     Axis1      Axis2      Axis3      Axis4 
NM_017547.3        -0.19062    0.01735   -0.03956   -0.05879
NM_001199816.1     -0.06677   -0.21796    0.17234    0.08130
NM_138395.3        -0.22064    0.02074    0.03002   -0.00008
NM_004643.3        -0.13565   -0.02895    0.06787   -0.16606
NM_001199864.1     -0.11096    0.08494    0.04279   -0.06599
NM_031417.3        -0.46572    0.00533   -0.03004   -0.07107
NM_016400.3        -0.02223   -0.00437    0.05787   -0.34036
NM_015590.3         0.08787    0.08469   -0.20120    0.05802
NM_005859.4        -0.73952   -0.12309    0.23798    0.06587
NM_001199900.1     -0.65319    0.05853   -0.02227   -0.03955
NM_017437.2         0.46713   -0.00188    0.01683    0.08394
NM_004242.3         0.69131   -0.11688   -0.03396    0.02704
NM_004922.3        -0.04119    0.22048   -0.01543   -0.04051
NM_016558.3        -0.51609   -0.06626    0.23580   -0.12575
NM_207111.3         0.08631    0.03618   -0.04644    0.04965
NM_174893.3        -0.13638    0.02553   -0.00822   -0.20974
NM_001004333.4     -0.29922   -0.27041    0.12275    0.01429
NM_015600.4        -0.16021   -0.10241    0.06291   -0.04165
NM_004206.3         0.12047    0.11503   -0.11602   -0.10385
NM_001202403.1     -0.52619    0.00771   -0.15108   -0.01404
NM_006066.3        -0.12125    0.22385   -0.00870   -0.02097
NM_001123.3         0.39097   -0.00999   -0.08376    0.09271
NM_002574.3         0.11526    0.00590   -0.00796    0.14692
NM_001040436.2     -0.02069   -0.07809    0.16937   -0.10619
NM_006624.5         0.13097    0.12566    0.03997    0.01447
NM_003341.4         0.26582   -0.10881   -0.13317    0.09069
NM_001202485.1      0.61756   -0.05880   -0.00126   -0.00890
NM_003344.3         0.19622   -0.10568   -0.02493   -0.22474
NM_001202558.1     -0.13123    0.02235   -0.02003    0.11303
NM_053046.3        -0.35284    0.06520   -0.06091   -0.10250
NM_024747.5        -0.26552   -0.00085   -0.00618   -0.12942
NM_001203260.1     -0.15464    0.05711    0.03911   -0.18795
NM_001204062.1      0.36212   -0.08298   -0.04087   -0.01385
NM_145165.3         0.11290   -0.03943    0.15311   -0.18899
NM_001202547.2      0.10191   -0.02172   -0.01790    0.00740
NM_004788.3         0.11459    0.13585    0.05662    0.05758
NM_001204180.1      0.27673   -0.00233   -0.21157   -0.08404
NM_003135.2         0.43354   -0.01449   -0.04952   -0.00022
NM_080678.2         0.25392   -0.01527    0.06452   -0.11007
NM_006247.3        -0.47806    0.03707    0.01589   -0.14510
NM_015436.3         0.41495   -0.04751    0.10617   -0.03464
NM_001167.3         0.55586   -0.04171   -0.03151    0.02967
NM_000123.3         0.30771   -0.06919   -0.06007   -0.00297
NM_001204425.1      0.35784   -0.06402   -0.03482    0.01170
NM_004748.4         0.55244   -0.05008   -0.03274    0.03274
NM_007276.4         0.69355   -0.02807    0.07094   -0.03400
NM_001201459.1     -0.36014    0.15456   -0.02454   -0.00097
NM_001204848.1      0.09611    0.11240   -0.02751    0.03558
NM_024041.3         0.09277    0.07775   -0.06793    0.04308
NM_005648.3         0.33109   -0.26158    0.17670    0.14762
NM_001204890.1      0.13543   -0.03014   -0.06395   -0.00533
NM_001079559.2     -0.06171   -0.01676    0.04682   -0.13069
NM_014741.4         0.12623    0.06238   -0.13195    0.07439
NM_015415.3         0.35078   -0.02586    0.00434   -0.09527
NM_001206491.1     -0.28354    0.15188   -0.16116    0.16925
NM_015972.3         0.26201   -0.06699    0.04300    0.09347
NM_133476.4        -0.21437    0.06290   -0.09227   -0.00933
NM_001012985.2      0.23248   -0.35157    0.06711    0.14461
NM_001206682.1      0.26680   -0.25692   -0.13283    0.06427
NM_014050.3         0.56246    0.01658    0.08528    0.06300
NM_002733.4        -0.00974    0.17087    0.08485    0.10866
NM_016143.4        -0.07487   -0.04318   -0.11360   -0.05169
NM_138704.3        -0.38514   -0.10673   -0.01334   -0.11944
NM_002757.3         0.28831   -0.11799   -0.03750   -0.09713
NM_006388.3        -0.39515    0.10810    0.04187   -0.05839
NM_006024.6         0.50873    0.03451    0.00963    0.03362
NM_002710.3         0.35518   -0.09261   -0.02801   -0.04918
NM_031372.3         0.14696   -0.14706    0.09445   -0.08929
NM_014771.3        -0.33439    0.15389   -0.01671   -0.05596
NM_014670.3         0.39838    0.14909    0.12808    0.09430
NM_033318.4        -0.10299   -0.01840   -0.01963   -0.02897
NM_152652.2        -0.24361    0.12847   -0.02284   -0.08901
NM_001031713.3     -0.14580   -0.23417    0.13269    0.16617
NM_001973.3         0.18850    0.06782   -0.00461    0.09936
NM_001242393.1     -0.11042    0.18474   -0.03645    0.03486
NM_144574.3        -0.00450   -0.10617   -0.05011   -0.13140
NM_181504.3         0.33196    0.01555    0.03476   -0.10285
NM_032325.3        -0.12870    0.01741   -0.17958    0.27292
NM_015037.3        -0.21813    0.16118    0.00639   -0.05396
NM_020679.3        -0.29660    0.06385   -0.02881   -0.02182
NM_016100.4         0.23580   -0.11353   -0.07438    0.14863
NM_004834.4         0.17469    0.01159   -0.06579   -0.03836
NM_033386.3        -0.44549    0.03928   -0.06476    0.06388
NM_018993.3        -0.30216   -0.02876   -0.15418   -0.09405
NM_004902.3         0.52637    0.04028    0.05195   -0.03421
NM_139126.3         0.44990   -0.04723    0.02609   -0.04258
NM_006221.3        -0.71303   -0.10393   -0.04028   -0.00266
NM_015911.3        -0.26346    0.09672   -0.08554   -0.10380
NM_017702.3        -0.43080    0.06089   -0.01672    0.05609
NM_012241.4         0.02162    0.07249   -0.01523   -0.18158
NM_012305.3        -0.37129   -0.04258    0.00512    0.01547
NM_007152.4         0.32019   -0.07805   -0.18278    0.17522
NM_030963.3         0.52980   -0.00064   -0.03047   -0.01423
NM_012402.3        -0.22032    0.24644   -0.05968   -0.07300
NM_018210.3        -0.08161   -0.18884    0.08532    0.02874
NM_021188.2         0.24905    0.14208   -0.01499   -0.02548
NM_014678.4        -0.34812   -0.02313   -0.13901    0.02746
NM_023075.5         0.00115    0.02104   -0.04150   -0.01268
NM_022075.4        -0.23851    0.24215    0.05469    0.06339
NM_004759.4        -0.36519   -0.00196   -0.15297   -0.07570
NM_182476.2         0.01168   -0.02751   -0.05177   -0.02250
NM_007108.3        -0.56834    0.00670    0.01025   -0.16793
NM_016628.4         0.50753   -0.14788   -0.02188    0.00521
NM_016620.3         0.46663   -0.00573   -0.02098   -0.08974
NM_012416.3         0.48964    0.03902   -0.00451    0.01072
NM_001039476.2     -0.51856    0.02241    0.03045    0.09275
NM_015517.4        -0.26949    0.16692    0.06700    0.03537
NM_016118.4         0.18474   -0.12695    0.00501    0.06424
NM_001243399.1      0.52477   -0.19686   -0.11976    0.02070
NM_001829.3         0.37686   -0.00157   -0.05931    0.01910
NM_001243650.1     -0.28667    0.11429   -0.27485   -0.04263
NM_003409.4         0.14670   -0.13282    0.01221    0.02561
NM_024033.3        -0.13242   -0.13536   -0.28931    0.11230
NM_016022.3        -0.20035    0.03711    0.05317   -0.01713
NM_001243777.1      0.47300   -0.06624    0.02782   -0.02467
NM_014311.2        -0.22725    0.22122    0.01271   -0.13111
NM_003288.3        -0.07258    0.05682   -0.24614    0.02134
NM_007367.3        -0.22974    0.18815   -0.01634   -0.10502
NM_003164.4        -0.29448    0.11481   -0.07274    0.04480
NM_004697.4         0.13015    0.11507    0.03381    0.00636
NM_003626.3         0.09171   -0.07772   -0.04548    0.06517
NM_006458.3        -0.35897    0.05445    0.21951    0.10121
NM_003689.3        -0.53370   -0.08695    0.04819    0.08093
NM_005778.3         0.10836    0.03342   -0.04155   -0.00905
NM_014820.4         0.24048   -0.10184    0.07547   -0.06220
NM_032632.4         0.48527   -0.05687    0.00333    0.03966
NM_004583.3        -0.25255    0.12246   -0.17215   -0.16692
NM_004783.3        -0.42127    0.13417   -0.05897   -0.12544
NM_015356.4        -0.54765    0.01095   -0.04109   -0.00274
NM_012321.4        -0.54413   -0.12858    0.05780    0.05038
NM_015510.4        -0.22286    0.12002   -0.16764   -0.01434
NM_017528.4        -0.14028    0.09785   -0.02416    0.01270
NM_006058.4        -0.29632    0.14006    0.01905    0.04259
NM_003796.3         0.37873   -0.05195    0.08713   -0.07114
NM_004182.3        -0.14372    0.06177    0.09743   -0.20438
NM_001198798.2      0.23945    0.07001   -0.07553   -0.07889
NM_001252678.1      0.19207   -0.04130   -0.18208    0.06477
NM_005206.4        -0.23483   -0.33627   -0.00532   -0.20784
NM_004393.5        -0.24722    0.09262   -0.12042    0.00584
NM_006923.3        -0.06418    0.15503   -0.05985   -0.13676
NM_001035235.3     -0.07561   -0.05435   -0.02562    0.17330
NM_198318.4        -0.73333   -0.01195   -0.01568   -0.03131
NM_014263.3         0.52088    0.05311    0.05819   -0.04958
NM_025076.4        -0.10919   -0.07233   -0.05451    0.12065
NM_032015.4        -0.32073    0.06131   -0.08548    0.03215
NM_006294.4         0.42558   -0.09249    0.03519    0.04695
NM_199077.2        -0.71212   -0.21449    0.19416   -0.01467
NM_001254755.1     -0.19846   -0.07612   -0.14022    0.06721
NM_015700.3         0.41726   -0.10553   -0.10082    0.14090
NM_019056.6        -0.25561   -0.04374    0.07479    0.01862
NM_006219.2         0.38882    0.04849    0.01226   -0.11078
NM_001834.3        -0.46948   -0.13116    0.17778   -0.06233
NM_004998.3        -0.04887   -0.02333   -0.15380   -0.04194
NM_019026.4         0.16946    0.04709    0.01905   -0.06153
NM_001256167.1      0.27294    0.02016   -0.16567   -0.09119
NM_182919.3        -0.41934    0.04283   -0.11469   -0.02155
NM_001256197.1     -0.29792    0.10646    0.04627   -0.08754
NM_138361.5        -0.32612   -0.03266   -0.08962   -0.02079
NM_003347.3         0.08403    0.13048   -0.04144   -0.01304
NM_024834.3         0.30299   -0.04383    0.00730    0.02107
NM_006860.4        -0.18554    0.08883   -0.00145   -0.15640
NM_014268.3         0.15945    0.02195    0.03283    0.04544
NM_021252.4         0.44491   -0.07972   -0.10674    0.08198
NM_052940.4         0.06088    0.13783   -0.13545   -0.03122
NM_001256425.1      0.19756    0.00180   -0.09967   -0.04881
NM_017871.5        -0.62330    0.06124    0.02282    0.06605
NM_004487.4         0.44459   -0.01885   -0.08166    0.03781
NM_006659.3        -0.48534   -0.08595   -0.16181    0.04975
NM_014672.3         0.37265   -0.00296   -0.01442   -0.02576
NM_001256686.1      0.27121    0.10020    0.04809   -0.14037
NM_014885.4         0.54410    0.00139   -0.00003    0.03838
NM_017814.2        -0.52112    0.03650   -0.02202    0.00863
NM_025126.3         0.09707   -0.00256    0.05296    0.00373
NM_015913.3         0.15358    0.06949   -0.06808   -0.08305
NM_006230.3        -0.39423    0.04578   -0.10542   -0.01307
NM_144778.3         0.23075   -0.14469   -0.05445    0.10454
NM_024661.4        -0.08757    0.12222   -0.14481    0.00813
NM_001257069.1      0.47572   -0.06959   -0.00871    0.03460
NM_030808.4         0.42232   -0.08414   -0.00245   -0.09179
NM_005229.4        -0.37502    0.00707    0.01948   -0.13016
NM_019082.3        -0.16049    0.07106   -0.00225   -0.01940
NM_004892.5         0.13588    0.12178    0.09303   -0.17578
NM_016489.12        0.59991   -0.07489    0.02501    0.06361
NM_001728.3        -0.69605   -0.07630   -0.06580    0.13513
NM_016106.3         0.56380   -0.11043    0.02861    0.05175
NM_007245.3        -0.15345    0.10027    0.04075   -0.07604
NM_021988.5         0.37435   -0.21523    0.02992   -0.01836
NM_001780.5        -0.07738   -0.08320   -0.12775   -0.04835
NM_024039.2         0.19670   -0.06830    0.08915    0.05230
NM_080666.3         0.57891    0.11258    0.01925    0.00847
NM_006170.3        -0.09603    0.23419   -0.03496   -0.05095
NM_004581.5        -0.32196    0.17636    0.00791    0.01644
NM_000155.3        -0.21702    0.15569    0.05087    0.00916
NM_001258388.1      0.27544   -0.06992    0.16258   -0.11005
NM_032850.4        -0.17558    0.09565   -0.05191    0.05954
NM_005901.5         0.42078   -0.03522    0.04825    0.02584
NM_032807.4        -0.10621   -0.04904   -0.17409   -0.01498
NM_152295.4        0.25485    0.00461    0.03758   -0.03615
NM_018224.3        0.00908    0.05270   -0.45057    0.11059
NM_005831.4        0.18978    0.09670   -0.08356    0.12021
NM_003973.4        0.25476    0.08282   -0.10137    0.10650
NM_003487.3        0.37359    0.03801    0.03916    0.10020
NM_004592.3       -0.14622   -0.03612   -0.05354    0.02619
NM_006400.4        0.02755    0.18143    0.03879    0.02991
NM_020365.4        0.20567    0.05837   -0.03353    0.08068
NM_003330.3        0.31571   -0.05032   -0.01724    0.05299
NM_001923.4       -0.18920    0.12061    0.01742    0.04465
NM_002434.3       -0.41724    0.10318   -0.03762    0.04851
NM_006754.3        0.21297    0.12959    0.06183   -0.01865
NM_004674.4        0.16014   -0.00990    0.01269   -0.10538
NM_004899.4        0.19640    0.01616   -0.08392    0.04100
NM_025115.3        0.08607   -0.04922   -0.06805    0.02221
NM_030914.3       -0.27392    0.12763   -0.03671   -0.41584
NM_174894.2       -0.87751   -0.33130    0.35265    0.10455
NM_014260.3       -0.11609   -0.05198   -0.12460   -0.30023
NM_006414.4        0.13018   -0.15554   -0.15606    0.06807
NM_007042.4        0.28084   -0.07146   -0.17304    0.01336
NM_015454.2        0.51027   -0.12392   -0.05990    0.03637
NM_005789.3        0.13116    0.06272   -0.12215   -0.13468
NM_006296.6        0.50481   -0.12726   -0.03387    0.06128
NM_001227.4       -0.03492    0.00455   -0.10683   -0.07072
NM_005008.3       -0.25074    0.01300   -0.24112    0.08649
NM_001166.4        0.50509   -0.01491   -0.04189    0.02678
NM_005134.3        0.32859   -0.00651   -0.02554    0.01670
NM_015017.4        0.56782   -0.07490   -0.02632   -0.01779
NM_198217.2       -0.75521   -0.07931    0.04895   -0.01412
NM_017749.3       -0.12140    0.08781   -0.05980    0.05982
NM_012437.5       -0.15903   -0.11987    0.09124   -0.01090
NM_018309.4        0.40863   -0.05267   -0.03790    0.00982
NM_031210.5        0.43541   -0.39997    0.15051    0.06766
NM_198401.3        0.20263    0.05919    0.03664   -0.02580
NM_018848.3        0.43577    0.03780   -0.02103    0.13986
NM_021976.4       -0.19931    0.12352   -0.03275   -0.11531
NM_024705.2       -0.07873   -0.10485   -0.05569    0.09725
NM_014784.3       -0.17548    0.11291   -0.07570    0.01376
NM_007014.4       -0.29409    0.02661    0.03709    0.04935
NM_005022.3       -0.39705    0.15515    0.06361   -0.17300
NM_006503.3       -0.28844    0.11114    0.03232   -0.05314
NM_005643.3        0.12096   -0.04394    0.00081    0.13549
NM_003188.3        0.35732    0.06296    0.08588    0.02105
NM_021818.3        0.49568    0.00634   -0.00557   -0.06894
NM_017610.7        0.46118   -0.02378   -0.04423    0.02112
NM_004906.4        0.23270    0.00739    0.04346    0.06234
NM_004384.4        0.56942   -0.17152    0.07095    0.00938
NM_004099.5        0.06975    0.05631   -0.00850    0.18712
NM_001244584.2     0.25608   -0.02703    0.03435    0.02428
NM_138334.3       -0.62745   -0.03042   -0.11506    0.00039
NM_014166.3        0.46197   -0.12312    0.00907   -0.17891
NM_001270680.1     0.34094    0.05216    0.01162    0.07291
NM_015367.3        0.13224    0.06839   -0.03707    0.00794
NM_001270768.1    -0.26950    0.03489   -0.09676   -0.02054
NM_022756.5       -0.03554   -0.04197    0.06413   -0.36899
NM_001270977.1     0.19000    0.09541   -0.06073   -0.05131
NM_006002.4        0.48094   -0.04853    0.11839    0.00007
NM_004986.3        0.59776   -0.02498   -0.05541    0.03583
NM_005997.2        0.06783    0.17266    0.04324   -0.13149
NM_014281.4       -0.47095    0.04319    0.09272    0.04985
NM_002382.4       -0.27225    0.06185   -0.17525   -0.09938
NM_017518.7       -0.43926    0.01866   -0.09481    0.04884
NM_001271420.1     0.31055   -0.05909    0.00250    0.13596
NM_001271573.1     0.20508    0.34990    0.03966   -0.12495
NM_004800.2        0.26960   -0.10267    0.08725   -0.00154
NM_014341.2       -0.41322    0.00624    0.09773   -0.00634
NM_001271643.1     0.44159    0.00723    0.00141   -0.01010
NM_005444.2        0.22038    0.13311    0.03998    0.01612
NM_001271675.1     0.32695    0.06431   -0.00655    0.03656
NM_025198.4        0.53555   -0.17140   -0.01944    0.12548
NM_030793.4        0.31723    0.11157   -0.00865   -0.01376
NM_001892.5        0.22121    0.00929   -0.05413   -0.00510
NM_001068.3        0.52786    0.02294    0.04190    0.02678
NM_003664.4        0.42071   -0.00542   -0.00960   -0.00535
NM_020156.4        0.59448   -0.05876   -0.00188    0.16413
NM_003668.3        0.09159    0.00309   -0.07089   -0.08454
NM_014814.2        0.17058   -0.00913    0.04357    0.13181
NM_002161.5        0.24973    0.00855   -0.01411    0.03567
NM_032344.3       -0.38928    0.12342    0.02167   -0.02198
NM_001440.3       -0.33793    0.13472    0.01409    0.00424
NM_016625.3        0.42565    0.02008    0.00435    0.09425
NM_001271840.1     0.31679    0.03964   -0.02642   -0.00319
NM_005340.6        0.18709    0.10241    0.15305   -0.25980
NM_015511.4       -0.39810    0.12612   -0.08988    0.03632
NM_024666.4        0.37961   -0.07862   -0.05619    0.00479
NM_014437.4       -0.29309    0.12371   -0.05301   -0.03104
NM_025209.3        0.35376   -0.03333    0.04127   -0.07853
NM_004578.3        0.27968   -0.29002    0.19157   -0.15276
NM_001272049.1    -0.46214   -0.05222    0.05462    0.09882
NM_033296.2       -0.89891   -0.68979    0.23816   -0.34208
NM_052877.4        0.02608    0.08907    0.01203   -0.06516
NM_015023.4       -0.35243    0.05478    0.00937    0.03266
NM_003925.2        0.40929   -0.01441   -0.02392    0.05975
NM_002734.4        0.26518    0.08057    0.05397    0.02048
NM_001276293.1    -0.25975   -0.03619   -0.07394    0.08073
NM_013326.4        0.07952   -0.00398   -0.04270   -0.09209
NM_207005.2       -0.10531    0.08657    0.07243   -0.02481
NM_018114.5       -0.14815    0.13604   -0.01301    0.03892
NM_006874.3        0.44888   -0.00414   -0.04288    0.05215
NM_014325.3        0.02926   -0.03633   -0.07008    0.01616
NM_001521.3        0.07647    0.15854    0.00116   -0.03792
NM_004793.3       -0.62821   -0.16112    0.07165   -0.00101
NM_001001.4        0.09852    0.14869   -0.16289    0.00210
NM_020194.5        0.45631   -0.00989    0.11372    0.02094
NM_170753.3        0.48140    0.07854    0.11213    0.01695
NM_144716.5       -0.30064    0.02997   -0.17373   -0.15584
NM_003403.4       -0.30658   -0.32227    0.19274    0.07944
NM_023929.4        0.13530   -0.09367    0.05980   -0.07731
NM_005731.3       -0.01334   -0.03125    0.05937    0.05340
NM_032237.4       -0.03460    0.01125   -0.21518    0.08805
NM_032375.5       -0.43474    0.03385    0.04764   -0.12053
NM_006352.4       -0.21693   -0.07233   -0.08172    0.12481
NM_015127.4        0.38689   -0.05142   -0.01086   -0.02135
NM_016082.4        0.02607    0.05765   -0.11140   -0.01011
NM_015926.5       -0.42330    0.21365    0.02001   -0.06642
NM_005124.3        0.46937   -0.02871    0.02032   -0.00155
NM_197977.2        0.43212   -0.00895   -0.07873    0.06908
NM_014254.2        0.24009   -0.18831    0.01153   -0.00011
NM_006007.3        0.47333   -0.12975   -0.07392    0.08672
NM_017715.3        0.03934    0.03769   -0.10681   -0.00979
NM_006354.3       -0.36382    0.18444    0.02673    0.06584
NM_019887.5        0.28590    0.01433    0.01800   -0.04637
NM_016638.3       -0.38624   -0.14162    0.02162    0.03865
NM_018446.3        0.31644    0.08533   -0.01856    0.08187
NM_003838.4        0.47894   -0.03161    0.00451    0.04012
NM_014923.4        0.45836    0.06995    0.05310    0.02000
NM_005690.4        0.46538    0.04774    0.00732   -0.04133
NM_152713.4        0.04324    0.27620    0.08259   -0.01328
NM_032102.3       -0.59526   -0.00361   -0.01548    0.09693
NM_002750.3        0.38078   -0.07030   -0.08487    0.05880
NM_018639.4       -0.13771   -0.07464   -0.17100    0.05983
NM_020774.3        0.36989    0.10791    0.11628   -0.03251
NM_003340.6        0.47672   -0.01787    0.09252   -0.14287
NM_006859.3        0.46540    0.06504    0.09151    0.03439
NM_005916.4       -0.15506    0.20328   -0.03573   -0.00764
NM_032195.2        0.35828   -0.03691    0.08659    0.01816
NM_014835.3       -0.26903   -0.14121   -0.18187    0.02038
NM_002883.3       -0.35457    0.10898   -0.09338    0.08420
NM_016652.5        0.15388   -0.11076    0.01783   -0.02373
NM_002882.3       -0.17440    0.04475    0.04567    0.04572
NM_003404.4        0.14946    0.12650    0.08017    0.13663
NM_007372.3        0.22506    0.14627    0.01573   -0.10897
NM_016324.3       -0.00628    0.11102   -0.06687    0.03202
NM_022488.4        0.45944   -0.02870   -0.11031   -0.06530
NM_012160.4        0.38595   -0.04110   -0.01407    0.00758
NM_002876.3        0.26490   -0.09067    0.12236   -0.07022
NM_016224.4        0.11969   -0.00447    0.03380    0.05783
NM_031899.3       -0.28965    0.13819   -0.07671    0.06660
NM_014596.5       -0.27375    0.02797    0.11086    0.10216
NM_002914.4       -0.18581   -0.03505   -0.20220    0.03169
NM_005692.4       -0.05691    0.16861   -0.10020   -0.03298
NM_005105.4        0.08393    0.04649    0.04396   -0.10745
NM_012482.4        0.28610   -0.11607   -0.13370    0.04390
NM_001518.4        0.28794   -0.06689    0.00545    0.01971
NM_172020.4       -0.12549   -0.00199   -0.07381   -0.00057
NM_018044.4       -0.36632    0.03995   -0.01840   -0.13811
NM_021940.4        0.26716   -0.08027   -0.05673    0.05083
NM_006306.3       -0.12805    0.24931    0.09348   -0.04664
NM_002634.3       -0.16488    0.12228    0.07360    0.14121
NM_018955.3       -0.34352    0.08748    0.06064    0.21911
NM_019886.3       -0.70127   -0.21000    0.26678    0.09847
NM_001113434.4    -0.08566   -0.04952    0.03085    0.04668
NM_022717.3       -0.06316   -0.04242   -0.10378   -0.05395
NM_016226.4        0.30795    0.00900   -0.05942   -0.07048
NM_005834.4       -0.32317    0.18311   -0.05529   -0.05986
NM_001145073.2    -0.00243   -0.22183   -0.13743   -0.01259
NM_002791.2        0.35370   -0.00145   -0.05142    0.12549
NM_001012989.2     0.26462    0.11565    0.13506    0.18109
NM_021806.3       -0.51146   -0.01920   -0.16138   -0.02118
NM_015219.4       -0.48517    0.05348   -0.01488    0.04193
NM_024075.4       -0.44105    0.03312    0.12712    0.13062
NM_018959.3       -0.17451   -0.06223   -0.04808   -0.17380
NM_014154.4        0.30060    0.04445   -0.02468    0.04712
NM_024328.5       -0.10137    0.20521   -0.10820   -0.20933
NM_001320.6       -0.19422    0.14608    0.04272    0.13207
NM_033224.4       -0.73546   -0.30439    0.31298    0.09891
NM_014426.3        0.20237    0.02265   -0.06396   -0.00857
NM_024325.5        0.16334   -0.03597   -0.21920    0.01280
NM_006014.4       -0.31510   -0.06284   -0.01526   -0.02670
NM_178124.5       -0.10343    0.03210   -0.16534    0.00868
NM_016056.3        0.16118   -0.00070    0.01958   -0.10752
NM_021242.5       -0.64120   -0.26029    0.27209    0.23093
NM_024077.4        0.24243    0.02596   -0.01480    0.04418
NM_022826.3        0.65917   -0.12374   -0.03932    0.06757
NM_003416.3        0.12254   -0.00787   -0.15790    0.07889
NM_020463.3        0.45520    0.06012    0.07220   -0.03108
NM_014751.5       -0.17166    0.07176   -0.06660    0.03309
NM_016576.4        0.02205    0.12169   -0.09800    0.00803
NM_016407.4        0.03741   -0.06987   -0.12153    0.02404
NM_016127.5        0.17315   -0.14848    0.03771    0.03218
NM_005466.3        0.45553    0.02409   -0.03325   -0.10562
NM_004238.2        0.42320   -0.03650    0.00772    0.00292
NM_012399.4        0.28909   -0.05062    0.03275   -0.00614
NM_174917.4       -0.38915   -0.07178   -0.14362    0.04510
NM_138807.3        0.09164   -0.02417   -0.00717   -0.08890
NM_152449.3        0.03224   -0.11645   -0.15106    0.09065
NM_004741.4        0.09607    0.11388   -0.02601   -0.10288
NM_017810.3        0.08659    0.03850   -0.14764    0.06192
NM_016404.2       -0.37942   -0.06872    0.34491    0.08074
NM_016090.3        0.40587   -0.15038    0.05187    0.06261
NM_021932.5       -0.37305    0.10719   -0.08298    0.02252
NM_014892.4        0.53506   -0.07641    0.03302   -0.01319
NM_014655.3       -0.24526    0.18209    0.01545    0.04418
NM_020662.3        0.25233   -0.00046   -0.00940    0.03181
NM_032448.2        0.17096   -0.08368   -0.14079    0.03290
NM_030969.4        0.24943    0.13940    0.00347    0.16415
NM_001110503.2     0.27206   -0.24117    0.10098   -0.24396
NM_018179.4        0.47400    0.14691    0.14421   -0.03868
NM_020901.3       -0.36841   -0.05601   -0.16648   -0.04073
NM_020185.4       -0.10125   -0.03389   -0.16414    0.11628
NM_031922.4        0.47040    0.01761    0.06346    0.05258
NM_015942.4        0.45816   -0.02274   -0.06070    0.15045
NM_014064.3       -0.55321   -0.18625   -0.22122    0.01301
NM_198273.2        0.68647   -0.00585    0.10455   -0.00503
NM_130809.4        0.41987    0.08987    0.02370   -0.07036
NM_005354.5       -0.89731   -0.33456    0.32612    0.23835
NM_013443.4       -0.49846    0.08613   -0.03839    0.03456
NM_001634.5        0.29225    0.20697    0.15320    0.05757
NM_014171.5        0.48599   -0.10122   -0.09557    0.13286
NM_014172.5       -0.57937    0.03069    0.28032    0.14669
NM_014447.3        0.50368    0.12790    0.10139    0.08787
NM_022484.5        0.44479   -0.06251    0.00788    0.07722
NM_182529.3        0.69238   -0.05500    0.00030    0.00773
NM_022758.5       -0.01133    0.06177   -0.01916    0.03783
NM_015115.3        0.50060   -0.18239   -0.07017    0.09529
NM_198044.2       -0.22225    0.16119   -0.04750    0.06777
NM_016456.4       -0.28711    0.24455   -0.08147   -0.01798
NM_017661.3        0.59669    0.01445    0.01515    0.03589
NM_000671.4        0.31119    0.11289    0.03896   -0.00169
NM_015083.2        0.17708    0.08900   -0.03276   -0.04567
NM_018469.4        0.08575    0.00790   -0.07239   -0.04557
NM_007041.3        0.26541   -0.00674    0.02232   -0.03438
NM_022167.3       -0.48146    0.04206   -0.07152   -0.03823
NM_018307.4        0.41966   -0.04724   -0.04401   -0.01756
NM_175063.5       -0.52719   -0.00469    0.02904   -0.28077
NM_014453.3       -0.24139    0.08668    0.09263   -0.08107
NM_144987.3       -0.23142    0.02373   -0.22213    0.05411
NM_004957.5       -0.53815   -0.00042   -0.01063   -0.08475
NM_001115007.2     0.41461    0.07550    0.01040   -0.18950
NM_001469.4        0.00880    0.07125   -0.14998   -0.00311
NM_017733.4        0.00667   -0.14708   -0.03365    0.00349
NM_138343.3       -0.26687    0.21562    0.04433   -0.09677
NM_144568.3        0.00224    0.13317   -0.00152   -0.00999
NM_052849.3        0.31179    0.09172   -0.13893    0.01243
NM_002813.6       -0.40002   -0.03434   -0.01966    0.09201
NM_001913.4       -0.28679   -0.04183    0.00982    0.06182
NM_002797.4       -0.10925    0.11351    0.07926   -0.10118
NM_002085.4       -0.67128    0.00115    0.09110    0.02592
NM_004716.3       -0.31259    0.02885   -0.11272    0.03303
NM_001675.4       -0.07789    0.00852   -0.22885    0.15076
NM_001077664.2    -0.23315   -0.05882   -0.21059   -0.00689
NM_000904.4       -0.05434   -0.06362   -0.27078    0.04767
NM_014754.2       -0.00130    0.05197   -0.11124    0.01646
NM_016319.3       -0.13911    0.17729    0.07282   -0.13619
NM_001164468.3     0.25021    0.01194    0.02120   -0.01718
NM_016306.5        0.16801   -0.00751   -0.05035   -0.08035
NM_032557.6        0.33578   -0.02170   -0.05370   -0.07838
NM_003119.3       -0.36540   -0.03229   -0.03868   -0.01810
NM_016310.4       -0.29691   -0.00357    0.32326    0.27079
NM_003453.4        0.53327    0.00560    0.03788   -0.02499
NM_003224.5       -0.56125   -0.22801   -0.00875   -0.21190
NM_024316.2       -0.30056    0.14933   -0.04343   -0.08308
NM_003337.3        0.47781   -0.05257    0.03476   -0.23953
NM_032833.4        0.20271   -0.06039    0.03371   -0.06483
NM_018452.5        0.19259   -0.08244    0.17267   -0.50440
NM_183006.3       -0.37040    0.02374   -0.05127   -0.03262
NM_002884.3        0.40684   -0.04946   -0.04559    0.02278
